algorithm,instance_class,seed,generation,best_makespan
GA,high_flexibility,2,16,71
GA,high_flexibility,2,17,71
GA,high_flexibility,2,18,71
GA,high_flexibility,2,19,71
GA,high_flexibility,2,20,71
GA,high_flexibility,2,21,71
GA,high_flexibility,2,22,71
GA,high_flexibility,2,23,71
GA,high_flexibility,2,24,71
GA,high_flexibility,2,25,71
GA,high_flexibility,2,26,71
GA,high_flexibility,2,27,71
GA,high_flexibility,2,28,71
GA,high_flexibility,2,29,71
GA,high_flexibility,2,30,71
GA,high_flexibility,2,31,71
GA,high_flexibility,2,32,71
GA,high_flexibility,2,33,71
GA,high_flexibility,2,34,71
GA,high_flexibility,2,35,71
GA,high_flexibility,2,36,71
GA,high_flexibility,2,37,71
GA,high_flexibility,2,38,71
GA,high_flexibility,2,39,71
GA,high_flexibility,2,40,71
GA,high_flexibility,2,41,71
GA,high_flexibility,2,42,71
GA,high_flexibility,2,43,71
GA,high_flexibility,2,44,71
GA,high_flexibility,2,45,71
GA,high_flexibility,2,46,71
GA,high_flexibility,2,47,71
GA,high_flexibility,2,48,71
GA,high_flexibility,2,49,71
GA,high_flexibility,2,50,71
GA,high_flexibility,2,51,71
GA,high_flexibility,2,52,71
GA,high_flexibility,2,53,71
GA,high_flexibility,2,54,71
GA,high_flexibility,2,55,71
GA,high_flexibility,2,56,71
GA,high_flexibility,2,57,71
GA,high_flexibility,2,58,71
GA,high_flexibility,2,59,71
GA,high_flexibility,2,60,71
GA,high_flexibility,2,61,71
GA,high_flexibility,2,62,71
GA,high_flexibility,2,63,71
GA,high_flexibility,2,64,71
GA,high_flexibility,2,65,71
GA,high_flexibility,2,66,71
GA,high_flexibility,2,67,71
GA,high_flexibility,2,68,71
GA,high_flexibility,2,69,71
GA,high_flexibility,2,70,71
GA,high_flexibility,2,71,71
GA,high_flexibility,2,72,71
GA,high_flexibility,2,73,71
GA,high_flexibility,2,74,71
GA,high_flexibility,2,75,71
GA,high_flexibility,2,76,71
GA,high_flexibility,2,77,71
GA,high_flexibility,2,78,71
GA,high_flexibility,2,79,71
GA,high_flexibility,2,80,71
SLGA,high_flexibility,2,0,71
SLGA,high_flexibility,2,1,71
SLGA,high_flexibility,2,2,71
SLGA,high_flexibility,2,3,71
SLGA,high_flexibility,2,4,71
SLGA,high_flexibility,2,5,71
SLGA,high_flexibility,2,6,71
SLGA,high_flexibility,2,7,71
SLGA,high_flexibility,2,8,71
SLGA,high_flexibility,2,9,71
SLGA,high_flexibility,2,10,71
SLGA,high_flexibility,2,11,71
SLGA,high_flexibility,2,12,71
SLGA,high_flexibility,2,13,71
SLGA,high_flexibility,2,14,71
SLGA,high_flexibility,2,15,71
SLGA,high_flexibility,2,16,71
SLGA,high_flexibility,2,17,71
SLGA,high_flexibility,2,18,71
SLGA,high_flexibility,2,19,71
SLGA,high_flexibility,2,20,71
SLGA,high_flexibility,2,21,71
SLGA,high_flexibility,2,22,71
SLGA,high_flexibility,2,23,71
SLGA,high_flexibility,2,24,71
SLGA,high_flexibility,2,25,71
SLGA,high_flexibility,2,26,71
SLGA,high_flexibility,2,27,71
SLGA,high_flexibility,2,28,71
SLGA,high_flexibility,2,29,71
SLGA,high_flexibility,2,30,71
SLGA,high_flexibility,2,31,71
SLGA,high_flexibility,2,32,71
SLGA,high_flexibility,2,33,71
SLGA,high_flexibility,2,34,71
SLGA,high_flexibility,2,35,71
SLGA,high_flexibility,2,36,71
SLGA,high_flexibility,2,37,71
SLGA,high_flexibility,2,38,71
SLGA,high_flexibility,2,39,71
SLGA,high_flexibility,2,40,71
SLGA,high_flexibility,2,41,71
SLGA,high_flexibility,2,42,71
SLGA,high_flexibility,2,43,71
SLGA,high_flexibility,2,44,71
SLGA,high_flexibility,2,45,71
SLGA,high_flexibility,2,46,71
SLGA,high_flexibility,2,47,71
SLGA,high_flexibility,2,48,71
SLGA,high_flexibility,2,49,71
SLGA,high_flexibility,2,50,71
SLGA,high_flexibility,2,51,71
SLGA,high_flexibility,2,52,71
SLGA,high_flexibility,2,53,71
SLGA,high_flexibility,2,54,71
SLGA,high_flexibility,2,55,71
SLGA,high_flexibility,2,56,71
SLGA,high_flexibility,2,57,71
SLGA,high_flexibility,2,58,71
SLGA,high_flexibility,2,59,71
SLGA,high_flexibility,2,60,71
SLGA,high_flexibility,2,61,71
SLGA,high_flexibility,2,62,71
SLGA,high_flexibility,2,63,71
SLGA,high_flexibility,2,64,71
SLGA,high_flexibility,2,65,71
SLGA,high_flexibility,2,66,71
SLGA,high_flexibility,2,67,71
SLGA,high_flexibility,2,68,71
SLGA,high_flexibility,2,69,71
SLGA,high_flexibility,2,70,71
SLGA,high_flexibility,2,71,71
SLGA,high_flexibility,2,72,71
SLGA,high_flexibility,2,73,71
SLGA,high_flexibility,2,74,71
SLGA,high_flexibility,2,75,71
SLGA,high_flexibility,2,76,71
SLGA,high_flexibility,2,77,71
SLGA,high_flexibility,2,78,71
SLGA,high_flexibility,2,79,71
SLGA,high_flexibility,2,80,71
GA,high_flexibility,3,0,71
GA,high_flexibility,3,1,71
GA,high_flexibility,3,2,71
GA,high_flexibility,3,3,71
GA,high_flexibility,3,4,71
GA,high_flexibility,3,5,71
GA,high_flexibility,3,6,71
GA,high_flexibility,3,7,71
GA,high_flexibility,3,8,71
GA,high_flexibility,3,9,71
GA,high_flexibility,3,10,71
GA,high_flexibility,3,11,71
GA,high_flexibility,3,12,71
GA,high_flexibility,3,13,71
GA,high_flexibility,3,14,71
GA,high_flexibility,3,15,71
GA,high_flexibility,3,16,71
GA,high_flexibility,3,17,71
GA,high_flexibility,3,18,71
GA,high_flexibility,3,19,71
GA,high_flexibility,3,20,71
GA,high_flexibility,3,21,71
GA,high_flexibility,3,22,71
GA,high_flexibility,3,23,71
GA,high_flexibility,3,24,71
GA,high_flexibility,3,25,71
GA,high_flexibility,3,26,71
GA,high_flexibility,3,27,71
GA,high_flexibility,3,28,71
GA,high_flexibility,3,29,71
GA,high_flexibility,3,30,71
GA,high_flexibility,3,31,71
GA,high_flexibility,3,32,71
GA,high_flexibility,3,33,71
GA,high_flexibility,3,34,71
GA,high_flexibility,3,35,71
GA,high_flexibility,3,36,71
GA,high_flexibility,3,37,71
GA,high_flexibility,3,38,71
GA,high_flexibility,3,39,71
GA,high_flexibility,3,40,71
GA,high_flexibility,3,41,71
GA,high_flexibility,3,42,71
GA,high_flexibility,3,43,71
GA,high_flexibility,3,44,71
GA,high_flexibility,3,45,71
GA,high_flexibility,3,46,71
GA,high_flexibility,3,47,71
GA,high_flexibility,3,48,71
GA,high_flexibility,3,49,71
GA,high_flexibility,3,50,71
GA,high_flexibility,3,51,71
GA,high_flexibility,3,52,71
GA,high_flexibility,3,53,71
GA,high_flexibility,3,54,71
GA,high_flexibility,3,55,71
GA,high_flexibility,3,56,71
GA,high_flexibility,3,57,71
GA,high_flexibility,3,58,71
GA,high_flexibility,3,59,71
GA,high_flexibility,3,60,71
GA,high_flexibility,3,61,71
GA,high_flexibility,3,62,71
GA,high_flexibility,3,63,71
GA,high_flexibility,3,64,71
GA,high_flexibility,3,65,71
GA,high_flexibility,3,66,71
GA,high_flexibility,3,67,71
GA,high_flexibility,3,68,71
GA,high_flexibility,3,69,71
GA,high_flexibility,3,70,71
GA,high_flexibility,3,71,71
GA,high_flexibility,3,72,71
GA,high_flexibility,3,73,71
GA,high_flexibility,3,74,71
GA,high_flexibility,3,75,71
GA,high_flexibility,3,76,71
GA,high_flexibility,3,77,71
GA,high_flexibility,3,78,71
GA,high_flexibility,3,79,71
GA,high_flexibility,3,80,71
SLGA,high_flexibility,3,0,71
SLGA,high_flexibility,3,1,71
SLGA,high_flexibility,3,2,71
SLGA,high_flexibility,3,3,71
SLGA,high_flexibility,3,4,71
SLGA,high_flexibility,3,5,71
SLGA,high_flexibility,3,6,71
SLGA,high_flexibility,3,7,71
SLGA,high_flexibility,3,8,71
SLGA,high_flexibility,3,9,71
SLGA,high_flexibility,3,10,71
SLGA,high_flexibility,3,11,71
SLGA,high_flexibility,3,12,71
SLGA,high_flexibility,3,13,71
SLGA,high_flexibility,3,14,71
SLGA,high_flexibility,3,15,71
SLGA,high_flexibility,3,16,71
SLGA,high_flexibility,3,17,71
SLGA,high_flexibility,3,18,71
SLGA,high_flexibility,3,19,71
SLGA,high_flexibility,3,20,71
SLGA,high_flexibility,3,21,71
SLGA,high_flexibility,3,22,71
SLGA,high_flexibility,3,23,71
SLGA,high_flexibility,3,24,71
SLGA,high_flexibility,3,25,71
SLGA,high_flexibility,3,26,71
SLGA,high_flexibility,3,27,71
SLGA,high_flexibility,3,28,71
SLGA,high_flexibility,3,29,71
SLGA,high_flexibility,3,30,71
SLGA,high_flexibility,3,31,71
SLGA,high_flexibility,3,32,71
SLGA,high_flexibility,3,33,71
SLGA,high_flexibility,3,34,71
SLGA,high_flexibility,3,35,71
SLGA,high_flexibility,3,36,71
SLGA,high_flexibility,3,37,71
SLGA,high_flexibility,3,38,71
SLGA,high_flexibility,3,39,71
SLGA,high_flexibility,3,40,71
SLGA,high_flexibility,3,41,71
SLGA,high_flexibility,3,42,71
SLGA,high_flexibility,3,43,71
SLGA,high_flexibility,3,44,71
SLGA,high_flexibility,3,45,71
SLGA,high_flexibility,3,46,71
SLGA,high_flexibility,3,47,71
SLGA,high_flexibility,3,48,71
SLGA,high_flexibility,3,49,71
SLGA,high_flexibility,3,50,71
SLGA,high_flexibility,3,51,71
SLGA,high_flexibility,3,52,71
SLGA,high_flexibility,3,53,71
SLGA,high_flexibility,3,54,71
SLGA,high_flexibility,3,55,71
SLGA,high_flexibility,3,56,71
SLGA,high_flexibility,3,57,71
SLGA,high_flexibility,3,58,71
SLGA,high_flexibility,3,59,71
SLGA,high_flexibility,3,60,71
SLGA,high_flexibility,3,61,71
SLGA,high_flexibility,3,62,71
SLGA,high_flexibility,3,63,71
SLGA,high_flexibility,3,64,71
SLGA,high_flexibility,3,65,71
SLGA,high_flexibility,3,66,71
SLGA,high_flexibility,3,67,71
SLGA,high_flexibility,3,68,71
SLGA,high_flexibility,3,69,71
SLGA,high_flexibility,3,70,71
SLGA,high_flexibility,3,71,71
SLGA,high_flexibility,3,72,71
SLGA,high_flexibility,3,73,71
SLGA,high_flexibility,3,74,71
SLGA,high_flexibility,3,75,71
SLGA,high_flexibility,3,76,71
SLGA,high_flexibility,3,77,71
SLGA,high_flexibility,3,78,71
SLGA,high_flexibility,3,79,71
SLGA,high_flexibility,3,80,71
GA,high_flexibility,4,0,66
GA,high_flexibility,4,1,66
GA,high_flexibility,4,2,66
GA,high_flexibility,4,3,66
GA,high_flexibility,4,4,66
GA,high_flexibility,4,5,66
GA,high_flexibility,4,6,66
GA,high_flexibility,4,7,66
GA,high_flexibility,4,8,66
GA,high_flexibility,4,9,66
GA,high_flexibility,4,10,66
GA,high_flexibility,4,11,66
GA,high_flexibility,4,12,66
GA,high_flexibility,4,13,66
GA,high_flexibility,4,14,66
GA,high_flexibility,4,15,66
GA,high_flexibility,4,16,66
GA,high_flexibility,4,17,66
GA,high_flexibility,4,18,66
GA,high_flexibility,4,19,66
GA,high_flexibility,4,20,66
GA,high_flexibility,4,21,66
GA,high_flexibility,4,22,66
GA,high_flexibility,4,23,66
GA,high_flexibility,4,24,66
GA,high_flexibility,4,25,66
GA,high_flexibility,4,26,66
GA,high_flexibility,4,27,66
GA,high_flexibility,4,28,66
GA,high_flexibility,4,29,66
GA,high_flexibility,4,30,66
GA,high_flexibility,4,31,66
GA,high_flexibility,4,32,66
GA,high_flexibility,4,33,66
GA,high_flexibility,4,34,66
GA,high_flexibility,4,35,66
GA,high_flexibility,4,36,66
GA,high_flexibility,4,37,66
GA,high_flexibility,4,38,66
GA,high_flexibility,4,39,66
GA,high_flexibility,4,40,66
GA,high_flexibility,4,41,66
GA,high_flexibility,4,42,66
GA,high_flexibility,4,43,66
GA,high_flexibility,4,44,66
GA,high_flexibility,4,45,66
GA,high_flexibility,4,46,66
GA,high_flexibility,4,47,66
GA,high_flexibility,4,48,66
GA,high_flexibility,4,49,66
GA,high_flexibility,4,50,66
GA,high_flexibility,4,51,66
GA,high_flexibility,4,52,66
GA,high_flexibility,4,53,66
GA,high_flexibility,4,54,66
GA,high_flexibility,4,55,66
GA,high_flexibility,4,56,66
GA,high_flexibility,4,57,66
GA,high_flexibility,4,58,66
GA,high_flexibility,4,59,66
GA,high_flexibility,4,60,66
GA,high_flexibility,4,61,66
GA,high_flexibility,4,62,66
GA,high_flexibility,4,63,66
GA,high_flexibility,4,64,66
GA,high_flexibility,4,65,66
GA,high_flexibility,4,66,66
GA,high_flexibility,4,67,66
GA,high_flexibility,4,68,66
GA,high_flexibility,4,69,66
GA,high_flexibility,4,70,66
GA,high_flexibility,4,71,66
GA,high_flexibility,4,72,66
GA,high_flexibility,4,73,66
GA,high_flexibility,4,74,66
GA,high_flexibility,4,75,66
GA,high_flexibility,4,76,66
GA,high_flexibility,4,77,66
GA,high_flexibility,4,78,66
GA,high_flexibility,4,79,66
GA,high_flexibility,4,80,66
SLGA,high_flexibility,4,0,66
SLGA,high_flexibility,4,1,66
SLGA,high_flexibility,4,2,66
SLGA,high_flexibility,4,3,66
SLGA,high_flexibility,4,4,66
SLGA,high_flexibility,4,5,66
SLGA,high_flexibility,4,6,66
SLGA,high_flexibility,4,7,66
SLGA,high_flexibility,4,8,66
SLGA,high_flexibility,4,9,66
SLGA,high_flexibility,4,10,66
SLGA,high_flexibility,4,11,66
SLGA,high_flexibility,4,12,66
SLGA,high_flexibility,4,13,66
SLGA,high_flexibility,4,14,66
SLGA,high_flexibility,4,15,66
SLGA,high_flexibility,4,16,66
SLGA,high_flexibility,4,17,66
SLGA,high_flexibility,4,18,66
SLGA,high_flexibility,4,19,66
SLGA,high_flexibility,4,20,66
SLGA,high_flexibility,4,21,66
SLGA,high_flexibility,4,22,66
SLGA,high_flexibility,4,23,66
SLGA,high_flexibility,4,24,66
SLGA,high_flexibility,4,25,66
SLGA,high_flexibility,4,26,66
SLGA,high_flexibility,4,27,66
SLGA,high_flexibility,4,28,66
SLGA,high_flexibility,4,29,66
SLGA,high_flexibility,4,30,66
SLGA,high_flexibility,4,31,66
SLGA,high_flexibility,4,32,66
SLGA,high_flexibility,4,33,66
SLGA,high_flexibility,4,34,66
SLGA,high_flexibility,4,35,66
SLGA,high_flexibility,4,36,66
SLGA,high_flexibility,4,37,66
SLGA,high_flexibility,4,38,66
SLGA,high_flexibility,4,39,66
SLGA,high_flexibility,4,40,66
SLGA,high_flexibility,4,41,66
SLGA,high_flexibility,4,42,66
SLGA,high_flexibility,4,43,66
SLGA,high_flexibility,4,44,66
SLGA,high_flexibility,4,45,66
SLGA,high_flexibility,4,46,66
SLGA,high_flexibility,4,47,66
SLGA,high_flexibility,4,48,66
SLGA,high_flexibility,4,49,66
SLGA,high_flexibility,4,50,66
SLGA,high_flexibility,4,51,66
SLGA,high_flexibility,4,52,66
SLGA,high_flexibility,4,53,66
SLGA,high_flexibility,4,54,66
SLGA,high_flexibility,4,55,66
SLGA,high_flexibility,4,56,66
SLGA,high_flexibility,4,57,66
SLGA,high_flexibility,4,58,66
SLGA,high_flexibility,4,59,66
SLGA,high_flexibility,4,60,66
SLGA,high_flexibility,4,61,66
SLGA,high_flexibility,4,62,66
SLGA,high_flexibility,4,63,66
SLGA,high_flexibility,4,64,66
SLGA,high_flexibility,4,65,66
SLGA,high_flexibility,4,66,66
SLGA,high_flexibility,4,67,66
SLGA,high_flexibility,4,68,66
SLGA,high_flexibility,4,69,66
SLGA,high_flexibility,4,70,66
SLGA,high_flexibility,4,71,66
SLGA,high_flexibility,4,72,66
SLGA,high_flexibility,4,73,66
SLGA,high_flexibility,4,74,66
SLGA,high_flexibility,4,75,66
SLGA,high_flexibility,4,76,66
SLGA,high_flexibility,4,77,66
SLGA,high_flexibility,4,78,66
SLGA,high_flexibility,4,79,66
SLGA,high_flexibility,4,80,66
GA,high_flexibility,5,0,70
GA,high_flexibility,5,1,70
GA,high_flexibility,5,2,70
GA,high_flexibility,5,3,70
GA,high_flexibility,5,4,70
GA,high_flexibility,5,5,70
GA,high_flexibility,5,6,70
GA,high_flexibility,5,7,70
GA,high_flexibility,5,8,70
GA,high_flexibility,5,9,70
GA,high_flexibility,5,10,70
GA,high_flexibility,5,11,70
GA,high_flexibility,5,12,70
GA,high_flexibility,5,13,70
GA,high_flexibility,5,14,70
GA,high_flexibility,5,15,70
GA,high_flexibility,5,16,70
GA,high_flexibility,5,17,70
GA,high_flexibility,5,18,70
GA,high_flexibility,5,19,70
GA,high_flexibility,5,20,70
GA,high_flexibility,5,21,70
GA,high_flexibility,5,22,70
GA,high_flexibility,5,23,70
GA,high_flexibility,5,24,70
GA,high_flexibility,5,25,70
GA,high_flexibility,5,26,70
GA,high_flexibility,5,27,70
GA,high_flexibility,5,28,70
GA,high_flexibility,5,29,70
GA,high_flexibility,5,30,70
GA,high_flexibility,5,31,70
GA,high_flexibility,5,32,70
GA,high_flexibility,5,33,70
GA,high_flexibility,5,34,70
GA,high_flexibility,5,35,70
GA,high_flexibility,5,36,70
GA,high_flexibility,5,37,70
GA,high_flexibility,5,38,70
GA,high_flexibility,5,39,70
GA,high_flexibility,5,40,70
GA,high_flexibility,5,41,70
GA,high_flexibility,5,42,70
GA,high_flexibility,5,43,70
GA,high_flexibility,5,44,70
GA,high_flexibility,5,45,70
GA,high_flexibility,5,46,70
GA,high_flexibility,5,47,70
GA,high_flexibility,5,48,70
GA,high_flexibility,5,49,70
GA,high_flexibility,5,50,70
GA,high_flexibility,5,51,70
GA,high_flexibility,5,52,70
GA,high_flexibility,5,53,70
GA,high_flexibility,5,54,70
GA,high_flexibility,5,55,70
GA,high_flexibility,5,56,70
GA,high_flexibility,5,57,70
GA,high_flexibility,5,58,70
GA,high_flexibility,5,59,70
GA,high_flexibility,5,60,70
GA,high_flexibility,5,61,70
GA,high_flexibility,5,62,70
GA,high_flexibility,5,63,70
GA,high_flexibility,5,64,70
GA,high_flexibility,5,65,70
GA,high_flexibility,5,66,70
GA,high_flexibility,5,67,70
GA,high_flexibility,5,68,70
GA,high_flexibility,5,69,70
GA,high_flexibility,5,70,70
GA,high_flexibility,5,71,70
GA,high_flexibility,5,72,70
GA,high_flexibility,5,73,70
GA,high_flexibility,5,74,70
GA,high_flexibility,5,75,70
GA,high_flexibility,5,76,70
GA,high_flexibility,5,77,70
GA,high_flexibility,5,78,70
GA,high_flexibility,5,79,70
GA,high_flexibility,5,80,70
SLGA,high_flexibility,5,0,70
SLGA,high_flexibility,5,1,70
SLGA,high_flexibility,5,2,70
SLGA,high_flexibility,5,3,70
SLGA,high_flexibility,5,4,70
SLGA,high_flexibility,5,5,70
SLGA,high_flexibility,5,6,70
SLGA,high_flexibility,5,7,70
SLGA,high_flexibility,5,8,70
SLGA,high_flexibility,5,9,70
SLGA,high_flexibility,5,10,70
SLGA,high_flexibility,5,11,70
SLGA,high_flexibility,5,12,70
SLGA,high_flexibility,5,13,70
SLGA,high_flexibility,5,14,70
SLGA,high_flexibility,5,15,70
SLGA,high_flexibility,5,16,70
SLGA,high_flexibility,5,17,70
SLGA,high_flexibility,5,18,70
SLGA,high_flexibility,5,19,70
SLGA,high_flexibility,5,20,70
SLGA,high_flexibility,5,21,70
SLGA,high_flexibility,5,22,70
SLGA,high_flexibility,5,23,70
SLGA,high_flexibility,5,24,70
SLGA,high_flexibility,5,25,70
SLGA,high_flexibility,5,26,70
SLGA,high_flexibility,5,27,70
SLGA,high_flexibility,5,28,70
SLGA,high_flexibility,5,29,70
SLGA,high_flexibility,5,30,70
SLGA,high_flexibility,5,31,70
SLGA,high_flexibility,5,32,70
SLGA,high_flexibility,5,33,70
SLGA,high_flexibility,5,34,70
SLGA,high_flexibility,5,35,70
SLGA,high_flexibility,5,36,70
SLGA,high_flexibility,5,37,70
SLGA,high_flexibility,5,38,70
SLGA,high_flexibility,5,39,70
SLGA,high_flexibility,5,40,70
SLGA,high_flexibility,5,41,70
SLGA,high_flexibility,5,42,70
SLGA,high_flexibility,5,43,70
SLGA,high_flexibility,5,44,70
SLGA,high_flexibility,5,45,70
SLGA,high_flexibility,5,46,70
SLGA,high_flexibility,5,47,70
SLGA,high_flexibility,5,48,70
SLGA,high_flexibility,5,49,70
SLGA,high_flexibility,5,50,70
SLGA,high_flexibility,5,51,70
SLGA,high_flexibility,5,52,70
SLGA,high_flexibility,5,53,70
SLGA,high_flexibility,5,54,70
SLGA,high_flexibility,5,55,70
SLGA,high_flexibility,5,56,70
SLGA,high_flexibility,5,57,70
SLGA,high_flexibility,5,58,70
SLGA,high_flexibility,5,59,70
SLGA,high_flexibility,5,60,70
SLGA,high_flexibility,5,61,70
SLGA,high_flexibility,5,62,70
SLGA,high_flexibility,5,63,70
SLGA,high_flexibility,5,64,70
SLGA,high_flexibility,5,65,70
SLGA,high_flexibility,5,66,70
SLGA,high_flexibility,5,67,70
SLGA,high_flexibility,5,68,70
SLGA,high_flexibility,5,69,70
SLGA,high_flexibility,5,70,70
SLGA,high_flexibility,5,71,70
SLGA,high_flexibility,5,72,70
SLGA,high_flexibility,5,73,70
SLGA,high_flexibility,5,74,70
SLGA,high_flexibility,5,75,70
SLGA,high_flexibility,5,76,70
SLGA,high_flexibility,5,77,70
SLGA,high_flexibility,5,78,70
SLGA,high_flexibility,5,79,70
SLGA,high_flexibility,5,80,70
GA,bottleneck_heavy,1,0,94
GA,bottleneck_heavy,1,1,94
GA,bottleneck_heavy,1,2,94
GA,bottleneck_heavy,1,3,94
GA,bottleneck_heavy,1,4,94
GA,bottleneck_heavy,1,5,94
GA,bottleneck_heavy,1,6,94
GA,bottleneck_heavy,1,7,94
GA,bottleneck_heavy,1,8,94
GA,bottleneck_heavy,1,9,94
GA,bottleneck_heavy,1,10,94
GA,bottleneck_heavy,1,11,94
GA,bottleneck_heavy,1,12,94
GA,bottleneck_heavy,1,13,94
GA,bottleneck_heavy,1,14,94
GA,bottleneck_heavy,1,15,94
GA,bottleneck_heavy,1,16,94
GA,bottleneck_heavy,1,17,94
GA,bottleneck_heavy,1,18,94
GA,bottleneck_heavy,1,19,94
GA,bottleneck_heavy,1,20,94
GA,bottleneck_heavy,1,21,94
GA,bottleneck_heavy,1,22,94
GA,bottleneck_heavy,1,23,94
GA,bottleneck_heavy,1,24,94
GA,bottleneck_heavy,1,25,94
GA,bottleneck_heavy,1,26,94
GA,bottleneck_heavy,1,27,94
GA,bottleneck_heavy,1,28,94
GA,bottleneck_heavy,1,29,94
GA,bottleneck_heavy,1,30,94
GA,bottleneck_heavy,1,31,94
GA,bottleneck_heavy,1,32,94
GA,bottleneck_heavy,1,33,94
GA,bottleneck_heavy,1,34,94
GA,bottleneck_heavy,1,35,94
GA,bottleneck_heavy,1,36,94
GA,bottleneck_heavy,1,37,94
GA,bottleneck_heavy,1,38,94
GA,bottleneck_heavy,1,39,94
GA,bottleneck_heavy,1,40,94
GA,bottleneck_heavy,1,41,94
GA,bottleneck_heavy,1,42,94
GA,bottleneck_heavy,1,43,94
GA,bottleneck_heavy,1,44,94
GA,bottleneck_heavy,1,45,94
GA,bottleneck_heavy,1,46,94
GA,bottleneck_heavy,1,47,94
GA,bottleneck_heavy,1,48,94
GA,bottleneck_heavy,1,49,94
GA,bottleneck_heavy,1,50,94
GA,bottleneck_heavy,1,51,94
GA,bottleneck_heavy,1,52,94
GA,bottleneck_heavy,1,53,94
GA,bottleneck_heavy,1,54,94
GA,bottleneck_heavy,1,55,94
GA,bottleneck_heavy,1,56,94
GA,bottleneck_heavy,1,57,94
GA,bottleneck_heavy,1,58,94
GA,bottleneck_heavy,1,59,94
GA,bottleneck_heavy,1,60,94
GA,bottleneck_heavy,1,61,94
GA,bottleneck_heavy,1,62,94
GA,bottleneck_heavy,1,63,94
GA,bottleneck_heavy,1,64,94
GA,bottleneck_heavy,1,65,94
GA,bottleneck_heavy,1,66,94
GA,bottleneck_heavy,1,67,94
GA,bottleneck_heavy,1,68,94
GA,bottleneck_heavy,1,69,94
GA,bottleneck_heavy,1,70,94
GA,bottleneck_heavy,1,71,94
GA,bottleneck_heavy,1,72,94
GA,bottleneck_heavy,1,73,94
GA,bottleneck_heavy,1,74,94
GA,bottleneck_heavy,1,75,94
GA,bottleneck_heavy,1,76,94
GA,bottleneck_heavy,1,77,94
GA,bottleneck_heavy,1,78,94
GA,bottleneck_heavy,1,79,94
GA,bottleneck_heavy,1,80,94
SLGA,bottleneck_heavy,1,0,94
SLGA,bottleneck_heavy,1,1,94
SLGA,bottleneck_heavy,1,2,94
SLGA,bottleneck_heavy,1,3,94
SLGA,bottleneck_heavy,1,4,94
SLGA,bottleneck_heavy,1,5,94
SLGA,bottleneck_heavy,1,6,94
SLGA,bottleneck_heavy,1,7,94
SLGA,bottleneck_heavy,1,8,94
SLGA,bottleneck_heavy,1,9,94
SLGA,bottleneck_heavy,1,10,94
SLGA,bottleneck_heavy,1,11,94
SLGA,bottleneck_heavy,1,12,94
SLGA,bottleneck_heavy,1,13,94
SLGA,bottleneck_heavy,1,14,94
SLGA,bottleneck_heavy,1,15,94
SLGA,bottleneck_heavy,1,16,94
SLGA,bottleneck_heavy,1,17,94
SLGA,bottleneck_heavy,1,18,94
SLGA,bottleneck_heavy,1,19,94
SLGA,bottleneck_heavy,1,20,94
SLGA,bottleneck_heavy,1,21,94
SLGA,bottleneck_heavy,1,22,94
SLGA,bottleneck_heavy,1,23,94
SLGA,bottleneck_heavy,1,24,94
SLGA,bottleneck_heavy,1,25,94
SLGA,bottleneck_heavy,1,26,94
SLGA,bottleneck_heavy,1,27,94
SLGA,bottleneck_heavy,1,28,94
SLGA,bottleneck_heavy,1,29,94
SLGA,bottleneck_heavy,1,30,94
SLGA,bottleneck_heavy,1,31,94
SLGA,bottleneck_heavy,1,32,94
SLGA,bottleneck_heavy,1,33,94
SLGA,bottleneck_heavy,1,34,94
SLGA,bottleneck_heavy,1,35,94
SLGA,bottleneck_heavy,1,36,94
SLGA,bottleneck_heavy,1,37,94
SLGA,bottleneck_heavy,1,38,94
SLGA,bottleneck_heavy,1,39,94
SLGA,bottleneck_heavy,1,40,94
SLGA,bottleneck_heavy,1,41,94
SLGA,bottleneck_heavy,1,42,94
SLGA,bottleneck_heavy,1,43,94
SLGA,bottleneck_heavy,1,44,94
SLGA,bottleneck_heavy,1,45,94
SLGA,bottleneck_heavy,1,46,94
SLGA,bottleneck_heavy,1,47,94
SLGA,bottleneck_heavy,1,48,94
SLGA,bottleneck_heavy,1,49,94
SLGA,bottleneck_heavy,1,50,94
SLGA,bottleneck_heavy,1,51,94
SLGA,bottleneck_heavy,1,52,94
SLGA,bottleneck_heavy,1,53,94
SLGA,bottleneck_heavy,1,54,94
SLGA,bottleneck_heavy,1,55,94
SLGA,bottleneck_heavy,1,56,94
SLGA,bottleneck_heavy,1,57,94
SLGA,bottleneck_heavy,1,58,94
SLGA,bottleneck_heavy,1,59,94
SLGA,bottleneck_heavy,1,60,94
SLGA,bottleneck_heavy,1,61,94
SLGA,bottleneck_heavy,1,62,94
SLGA,bottleneck_heavy,1,63,94
SLGA,bottleneck_heavy,1,64,94
SLGA,bottleneck_heavy,1,65,94
SLGA,bottleneck_heavy,1,66,94
SLGA,bottleneck_heavy,1,67,94
SLGA,bottleneck_heavy,1,68,94
SLGA,bottleneck_heavy,1,69,94
SLGA,bottleneck_heavy,1,70,94
SLGA,bottleneck_heavy,1,71,94
SLGA,bottleneck_heavy,1,72,94
SLGA,bottleneck_heavy,1,73,94
SLGA,bottleneck_heavy,1,74,94
SLGA,bottleneck_heavy,1,75,94
SLGA,bottleneck_heavy,1,76,94
SLGA,bottleneck_heavy,1,77,94
SLGA,bottleneck_heavy,1,78,94
